title,doi,notes,...4,keywords,pubmed_id,pmc_id,PDF files,exclusion_reason
Pediatric poisoning deaths in Saudi Arabia: A systematic review,10.1016/j.legalmed.2022.102173,"RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Pietro""=>""Maybe""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not meta-analysis",NA,Children;Fatality;Mortality;Pediatric poisoning;Saudi Arabia;Toxicology;Child;Female;Humans;Perinatal Death;Poisoning;Poisons;Risk Factors;aluminum phosphide;analgesic agent;antipyretic agent;domestic chemical;insecticide;kerosene;organochlorine derivative;organophosphate;pesticide;phosphine;poison;rodenticide;intoxication;abdominal pain;adolescent;awareness;carbon monoxide intoxication;caregiver;child;child death;diarrhea;drug fatality;emergency ward;English (language);epigastric pain;fatality;female;food;fumigation;home;human;hyperhidrosis;infant;ingestion;kitchen;male;Medline;metabolic acidosis;mortality rate;nausea and vomiting;newborn;poison center;Review;school;Scopus;systematic review;toxicity;vomiting;Web of Science;epidemiology;perinatal death;risk factor,NA,NA,NA,meta-analytic estimate with variance not reported
Prenatal Maternal Risk Factors Contributing to Atopic Dermatitis: A Systematic Review and Meta-Analysis of Cohort Studies,10.5021/ad.21.268,"RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Pietro""=>""Maybe""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not meta-analysis",NA,"Atopic dermatitis;Gestational;Prenatal;Risk factors;antibiotic agent;chemical compound;docosahexaenoic acid;heavy metal;icosapentaenoic acid;nitrogen dioxide;perfluoroalkyl and polyfluoroalkyl substance;perfluorooctanoic acid;phthalic acid benzyl butyl ester;polyunsaturated fatty acid;unclassified drug;air pollution;alcohol consumption;allergy;antibiotic therapy;anxiety;Article;asthma;atopic dermatitis;birth season;body mass;child care;cohort analysis;common cold;dietary pattern;disease predisposition;distress syndrome;eczema;fat intake;female;first trimester pregnancy;fish consumption;gestational weight gain;human;industrial waste;maternal age;maternal disease;maternal exposure;maternal fetal transmission;maternal nutrition;medical history;mental disease;meta analysis;Newcastle-Ottawa scale;night shift;occupation;passive smoking;perinatal depression;pollen allergy;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;pregnancy;pregnancy diabetes mellitus;prenatal exposure;prenatal period;prevalence;progeny;risk factor;sensitivity analysis;systematic review;Cohort Studies;Risk Factors;Dermatitis, Atopic",NA,NA,NA,meta-analytic estimate with variance not reported
"Organic Pollutants Associated with Plastic Debris in Marine Environment: A Systematic Review of Analytical Methods, Occurrence, and Characteristics",10.3390/ijerph20064892,"RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Pietro""=>""Maybe""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not meta-analysis",NA,"beach;microplastics;organic pollutants;seawater;Environmental Monitoring;Environmental Pollutants;Plastics;Polychlorinated Biphenyls;Polycyclic Aromatic Hydrocarbons;Reproducibility of Results;Water Pollutants, Chemical;4,4' isopropylidenediphenol;ethyl vinyl acetic acid;microplastic;nonylphenol;octylphenol;organochlorine pesticide;phenol derivative;phthalic acid;polyamide;polychlorinated biphenyl;polycyclic aromatic hydrocarbon;polyethylene;polyethylene terphthalate;polymer;polypropylene;polystyrene;polyurethan;polyvinylchloride;unclassified drug;plastic;analytical method;marine environment;organic pollutant;PAH;PCB;plastic waste;analytic method;chemical analysis;color;contamination;density;digestion;extraction;far infrared spectroscopy;Fourier transform infrared spectroscopy;human;infrared spectroscopy;liquid chromatography;mass spectrometry;near infrared spectroscopy;nonhuman;physical parameters;pollutant;practice guideline;pyrolysis gas chromatography mass spectrometry;qualitative analysis;quality control;quantitative analysis;Review;sampling;shape;size;size exclusion chromatography;systematic review;environmental monitoring;procedures;reproducibility;water pollutant;Military Personnel",NA,NA,NA,meta-analytic estimate with variance not reported
Exposure to perfluoroalkyl and polyfluoroalkyl substances and risk of stroke in adults: a meta-analysis,10.1515/reveh-2023-0021,"RAYYAN-INCLUSION: {""Lorenzo""=>""Included"", ""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: full text not available",NA,Stroke,NA,NA,NA,full text not available
Cross-sectional associations between exposure to per- and polyfluoroalkyl substances and body mass index among European teenagers in the HBM4EU aligned studies,10.1016/j.envpol.2022.120566,"RAYYAN-INCLUSION: {""Lorenzo""=>""Included"", ""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Adolescent;Cesarean Section;Body Mass Index,NA,NA,NA,meta-analytic estimate with variance not reported
Association between exposure to per- and polyfluoroalkyl substances and levels of lipid profile based on human studies,10.1515/reveh-2023-0146,"RAYYAN-INCLUSION: {""Lorenzo""=>""Included"", ""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Humanities;Humanism;Humans,NA,NA,NA,meta-analytic estimate with variance not reported
Association between prenatal perfluorinated compounds exposure and risk of pregnancy complications: A meta-analysis,10.1016/j.ecoenv.2024.116017,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Pregnancy;Pregnancy Complications,NA,NA,NA,meta-analytic estimate with variance not reported
Perfluoroalkyl and polyfluoroalkyl substances and hypertensive disorders of pregnancy: A systematic review and meta-analysis,10.1016/j.envres.2023.116064,"RAYYAN-INCLUSION: {""Lorenzo""=>""Included"", ""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Pregnancy;Hypertension,NA,NA,NA,meta-analytic estimate with variance not reported
Meta-Analysis Comparing Nominal and Measured Concentrations of Perfluorooctanoic Acid and Perfluorooctane Sulfonate in Aquatic Toxicity Studies Across Various Experimental Conditions,10.1002/etc.5733,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Sulfones,NA,NA,NA,meta-analytic estimate with variance not reported
Spherical indentation of polycrystalline cubic boron nitride (PcBN): Contact damage evolution with increasing load and microstructural effects,10.1016/j.chemosphere.2023.137748,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,NA,NA,NA,NA,meta-analytic estimate with variance not reported
Global patterns and temporal trends of perfluoroalkyl substances in municipal wastewater: A meta-analysis,10.1016/j.watres.2022.118784,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,NA,NA,NA,NA,meta-analytic estimate with variance not reported
A metabolomic investigation of serum perfluorooctane sulfonate and perfluorooctanoate,10.1016/j.envint.2023.108198,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Ayumi""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Sulfones,NA,NA,NA,meta-analytic estimate with variance not reported
Risk assessment for PFOA and kidney cancer based on a pooled analysis of two studies,10.1016/j.envint.2022.107425,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,"Kidney cancer;PFOA;Pooled analysis;Risk assessment;Caprylates;Carcinoma, Renal Cell;Drinking Water;Environmental Exposure;Fluorocarbons;Humans;Kidney Neoplasms;Risk Assessment;Water Pollutants, Chemical;Diseases;Potable water;Risk analysis;Risk perception;drinking water;perfluorooctanoic acid;fluorocarbon;octanoic acid;Conditional logistic regressions;Human study;National Cancer Institute;Per unit;Perfluorooctanoic acid;Pooled analyse;Renal cell carcinoma;Risks assessments;Slope factors;cancer;health risk;risk assessment;serum;adult;aged;Article;blood level;body mass;cancer risk;case control study;cohort analysis;controlled study;human;hypertension;logistic regression analysis;major clinical study;male;plasma half life;renal cell carcinoma;statistical model;two piece linear spline model;volume of distribution;adverse event;environmental exposure;kidney tumor;meta analysis;water pollutant;Kidney",NA,NA,NA,meta-analytic estimate with variance not reported
A Critical Review and Meta-Analysis of Impacts of Per- and Polyfluorinated Substances on the Brain and Behavior,10.3389/ftox.2022.881584,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,behavior;blood-brain barrier;brain;development;fluorochemical;neurotoxicity;persistent;PFAS;Brain,NA,NA,NA,meta-analytic estimate with variance not reported
Association of Pentachlorophenol with Fetal Risk of Prolonged Bradycardia: A Systematic Review and Meta-Analysis,10.1155/2022/7552294,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Bradycardia;Case-Control Studies;China;Female;Humans;Pentachlorophenol;Pregnancy;Quality control;Random processes;Risk assessment;pentachlorophenol;Biomedical literature;Case-control study;Cochrane library;Environmental pollutants;Meta-analysis;Pollutant gas;Relative hazards;Statistical differences;Systematic evaluation;Systematic Review;bradycardia;clinical feature;controlled study;female;fetus;fetus risk;heart arrhythmia;human;meta analysis;pollutant;prognosis;Review;sensitivity analysis;systematic review;tachycardia;case control study;epidemiology;pregnancy;Sensitivity analysis,NA,NA,NA,meta-analytic estimate with variance not reported
The transplacental transfer efficiency of per- and polyfluoroalkyl substances (PFAS): a first meta-analysis,10.1080/10937404.2021.2009946,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,"meta-analysis;per- and polyfluorinated substances;PFAS;placenta;transplacental transfer efficiency;Caproates;Environmental Exposure;Environmental Pollutants;Female;Fluorocarbons;Humans;Infant, Newborn;Placenta;Pregnancy;Prenatal Exposure Delayed Effects;alkyl ether;carboxylic acid derivative;decanoic acid derivative;functional group;perfluorodecanoic acid;perfluorohexanoic acid;perfluoroundecanoic acid;sulfonic acid derivative;fluorocarbon;fluorotelomer sulfonic acids;hexanoic acid;perfluorobutyric acid;female;human;length;placental transfer;quantitative analysis;Review;systematic review;adverse event;chemistry;environmental exposure;meta analysis;metabolism;newborn;pollutant;pregnancy;prenatal exposure",NA,NA,NA,meta-analytic estimate with variance not reported
Chlorinated organic pollutants in global flooded soil and sediments: Pollution status and potential risk,10.1016/j.envpol.2023.121270,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,NA,NA,NA,NA,meta-analytic estimate with variance not reported
Ecological Toxic Effect of Perfluorinated Compounds on Fish Based on Meta-analysis,10.13227/j.hjkx.202209239,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,aquatic environment;ecological toxicity;fish;Meta-analysis;polyfluoroalkyl substances (PFAS);Biochemistry;Cell proliferation;Organic pollutants;Pollution control;Toxicity;Aquatic environments;Biological toxicity;Ecological toxicity;Functional traits;Perfluorinated compounds;Perfluoroalkyl substances;Polyfluoroalkyl substance;Polyfluoroalkyl substances;Toxic effect;Fish,NA,NA,NA,meta-analytic estimate with variance not reported
Contact to perfluoroalkyl substances and thyroid health effects: A meta-analysis directing on pregnancy,10.1016/j.chemosphere.2023.137748,"RAYYAN-INCLUSION: {""Kyle ""=>""Included"", ""Pietro""=>""Included""} | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no study level identifiers",NA,Meta-analysis;Perfluoroalkyl substances;Pregnant woman;Thyroid hormone;Alkanesulfonic Acids;Environmental Pollutants;Female;Fluorocarbons;Humans;Pregnancy;Thyroid Gland;Thyroid Hormones;Thyrotropin;Endocrinology;Obstetrics;Population statistics;alkyl group;liothyronine;perfluoro compound;perfluorodecanoic acid;perfluorohexanesulfonic acid;perfluorononanoic acid;perfluorooctanesulfonic acid;perfluorooctanoic acid;thyroid hormone;thyrotropin;thyroxine;alkanesulfonic acid;fluorocarbon;Health effects;Human health;In-vitro;In-vivo;Thyroid function;Thyroid hormones;Thyroid stimulating hormones;hormone;meta-analysis;organic compound;pollution exposure;pregnancy;womens health;adult;body mass;cohort analysis;cross-sectional study;environmental exposure;female;free liothyronine index;free thyroxine index;health hazard;human;long term exposure;major clinical study;maternal exposure;meta analysis;pregnant woman;Review;sensitivity analysis;systematic review;thyroid gland;pollutant;toxicity;Hormones,NA,NA,NA,meta-analytic estimate with variance not reported
